Ticker,Entry_Date,Entry_Price,Shares,Trailing_Stop,Current_Price,Invested_Value,Current_Value,PnL,Return_%
LAURUSLABS.NS,2026-06-09,1439.199951171875,8,1295.2799560546875,1412.9000244140625,11513.599609375,11303.2001953125,-210.3994140625,-1.827399086304693
YESBANK.NS,2026-06-09,23.299999237060547,536,22.8689998626709,25.40999984741211,12488.799591064451,13625.120040893557,1136.3204498291016,9.098716346142034
NMDC.NS,2026-06-09,90.6500015258789,137,81.83700027465821,88.41999816894531,12419.05020904541,12136.829498291016,-282.22071075439453,-2.2724822430369
FORTIS.NS,2026-06-09,999.9000244140624,12,899.9100219726563,962.9500122070312,11998.800292968748,11555.400146484377,-443.4001464843732,-3.695370667550857
